,order_id,score,error
1158,236445278118883328,667.87,
155,236891221054214144,667.77,
1513,236869969048514560,667.68,
1581,236518839617597440,667.65,
1366,236832037063372800,667.62,
1650,236421135570849792,667.56,
894,236513022440910848,667.37,
87,236502400093396992,667.34,
1390,236496632212381696,667.31,
1739,236526461653626880,667.31,
887,236833513030565888,667.28,
1180,236925177602527232,667.26,
332,236847650200637440,666.97,
146,236943269212733440,666.89,
685,236904677799108608,666.75,
1530,236913390505185280,666.64,
64,236428526928551936,666.63,
1533,236867464826724352,666.54,
1086,236797586115670016,666.5,
1468,236859538472972288,666.49,
502,236477336757219328,666.44,
323,236437504664297472,666.43,
1643,236876097622904832,666.41,
103,236437832432357376,666.4,
1559,236859339088351232,666.4,
455,236870576706691072,666.39,
61,236554781145448448,666.33,
125,236787300918902784,666.31,
1311,236913189916790784,666.28,
947,236426680583344128,666.18,
377,236973268275847168,666.16,
1299,236447868827209728,666.12,
664,236585568536367104,666.09,
111,236933292301504512,665.96,
517,236876173116190720,665.76,
412,236641386128482304,665.76,
801,236761624174137344,665.74,
668,236510795311620096,665.73,
1113,236600302279069696,665.7,
1263,236764779460972544,665.55,
1001,236439036117917696,665.53,
264,236427190652641280,665.4,
1666,236817440415698944,665.21,
1514,236434623991136256,665.12,
393,236459248670228480,665.08,
759,236515748973387776,665.05,
762,236937527650955264,664.91,
557,236886958085251072,664.84,
1082,236842775643435008,664.8,
40,236440861986537472,664.79,
141,236987535934902272,664.78,
152,236502697591181312,664.59,
624,236783722292580352,664.57,
158,236473829190807552,664.51,
209,236859771516891136,664.42,
157,236683265004032000,664.41,
547,236423169778913280,664.41,
418,236991347466719232,664.31,
649,236506427011129344,664.21,
965,236456109267234816,664.19,
1107,236812952728514560,664.09,
1682,236516622793723904,664.07,
266,236859641552179200,664.03,
1313,236891246350045184,663.97,
1141,236806794148065280,663.95,
1573,236507514363457536,663.89,
1079,236468645320462336,663.8,
327,236773330459832320,663.78,
1325,236798082826129408,663.73,
468,236557102160044032,663.68,
95,236953878092333056,663.56,
1722,236458642169671680,663.53,
972,236850270495580160,663.48,
1402,236786878489583616,663.44,
1544,236945535353229312,663.4,
1604,236791469843156992,663.4,
349,236418979732135936,663.27,
548,236807948424712192,663.16,
1143,236474343840309248,663.15,
410,236461964691775488,663.14,
1221,236450013467136000,663.07,
142,236818468464779264,663.03,
569,236513302746259456,662.96,
1228,236407355394764800,662.94,
1385,236519442968219648,662.94,
416,236986613167034368,662.88,
576,236824032930443264,662.81,
838,236901382879711232,662.78,
991,236945953797984256,662.69,
1273,236827921750704128,662.67,
1289,236851238956191744,662.64,
177,236904940215734272,662.6,
1690,236457661201666048,662.55,
923,236834969502633984,662.54,
637,236518018066690048,662.45,
405,236845842799534080,662.39,
259,236812979752415232,662.33,
1202,236457876549812224,662.27,
645,236463413039484928,662.24,
1282,236785335795195904,662.23,
242,236420385474093056,661.83,
728,236451066417786880,661.77,
35,236905042451914752,661.76,
592,236417936004751360,661.74,
646,236462358117498880,661.73,
533,236426781418610688,661.73,
92,236482275499843584,661.68,
1018,236877952226709504,661.58,
635,236659705472638976,661.58,
1355,236412356976459776,661.57,
589,236457642818027520,661.56,
849,236453886005104640,661.4,
591,236304370861887488,661.35,
1306,236443761236262912,661.28,
512,236516027278036992,661.27,
72,236792186490335232,661.25,
799,236499631139729408,661.12,
879,236444939965714432,661.09,
312,236431598048264192,661.08,
1244,236825211416621056,660.97,
1351,236827943900827648,660.88,
843,236947569804595200,660.88,
1103,236831394781224960,660.81,
809,236854203825799168,660.78,
151,236933551043911680,660.75,
97,236838894792359936,660.74,
1608,236846052867055616,660.73,
1334,236429943445659648,660.73,
476,236484564788723712,660.7,
1537,236826557276504064,660.64,
1445,236794982983802880,660.53,
1505,236439241932414976,660.52,
811,236427128375631872,660.39,
1361,236893979920572416,660.31,
224,236946976029556736,660.24,
1171,236511542317170688,659.92,
1166,236453076974182400,659.91,
781,236412626414362624,659.88,
453,236884227475902464,659.84,
1663,236603055655108608,659.83,
827,236361867039621120,659.7,
620,236892232619659264,659.59,
1192,236836624914735104,659.58,
669,236659955205672960,659.56,
138,236784491985125376,659.49,
934,236397968429162496,659.46,
837,236480000505176064,659.43,
775,236428390852730880,659.43,
1279,236808637326569472,659.39,
433,236510837174984704,659.39,
1131,236430960065261568,659.36,
1552,236469198322679808,659.33,
812,236522755805696000,659.32,
1204,236886461437726720,659.24,
1590,236410921526251520,659.13,
882,236439260194430976,659.05,
615,236515615460306944,659.04,
1055,236469469782224896,658.94,
466,236906047444893696,658.88,
308,236991938414788608,658.84,
395,236883182641221632,658.76,
1212,236793853831028736,658.75,
717,236402058156584960,658.68,
1256,236559532423651328,658.66,
1478,236539686654853120,658.46,
454,236828413004365824,658.38,
749,236869069814910976,658.29,
628,236778842320560128,658.18,
956,236464568930938880,658.1,
24,236433609145737216,658.06,
918,236444316742475776,657.92,
1475,236286184129048576,657.89,
1340,236458263973466112,657.85,
819,236778199849635840,657.82,
655,236886239772942336,657.8,
482,236420605368881152,657.75,
1614,236434189423484928,657.75,
29,236877662840696832,657.74,
1072,236522031076089856,657.74,
788,236413845790793728,657.59,
936,236500650728906752,657.46,
1057,236853988817391616,657.45,
708,236464873013792768,657.39,
222,236570163310768128,657.39,
1011,236809504696057856,657.34,
636,236800783530078208,657.32,
305,236785796782759936,657.25,
1557,236544238280003584,657.22,
71,236821286353387520,657.08,
2,236463616316432384,657.06,
876,236779501954547712,657.05,
428,236425345444089856,657.05,
619,236866031838568448,656.99,
1509,236884350520025088,656.97,
0,236419867586600960,656.92,
797,236410725983604736,656.9,
1314,236448076730482688,656.89,
958,236505530864525312,656.87,
13,236808255653306368,656.84,
1568,236478749289746432,656.78,
60,236987605203828736,656.73,
1560,236874171602710528,656.69,
508,236822252821700608,656.64,
100,236971507599302656,656.59,
1287,236631679145877504,656.59,
981,236916393610072064,656.51,
105,236872609744572416,656.47,
856,236456827806031872,656.45,
723,236856950058917888,656.44,
402,236804528523452416,656.33,
833,236460637974708224,656.33,
1021,236461247696478208,656.24,
1182,236953487179014144,656.2,
1734,236429700759044096,656.19,
1709,236798730183401472,656.16,
18,236417177884307456,656.13,
1322,236832793283813376,656.09,
128,236903390839840768,656.08,
1588,236787854667694080,656.06,
1066,236514290957815808,656.03,
326,236490278928130048,655.88,
467,236848872584388608,655.82,
188,236556533022347264,655.78,
197,236563850845507584,655.74,
1144,236915641235820544,655.7,
1046,236441023207198720,655.7,
935,236788096762908672,655.65,
741,236450905817890816,655.6,
535,236664779259273216,655.58,
545,236516619803172864,655.52,
1718,236893314322272256,655.42,
1222,236526591291166720,655.38,
289,236471519341461504,655.3,
70,236864551341547520,655.26,
232,236826094258892800,655.17,
823,236831876878708736,655.15,
67,236413084574961664,655.06,
122,236603837406269440,655.0,
1254,236905815453749248,654.98,
1083,236499024077139968,654.94,
1029,236380955543613440,654.93,
1571,236952388585918464,654.89,
1681,236511513732993024,654.78,
752,236300081204563968,654.64,
1463,236633969919533056,654.61,
460,236565383205097472,654.55,
553,236773308406181888,654.5,
238,236828320092147712,654.5,
1092,236466942542098432,654.49,
154,236832325560176640,654.48,
1373,236501871602716672,654.46,
1316,236458526566277120,654.35,
785,236458516051144704,654.35,
1623,236508821283430400,654.34,
1714,236489111376510976,654.33,
1706,236588593040596992,654.1,
1728,236544988250910720,654.07,
679,236525973642166272,654.03,
249,236781977797672960,653.98,
952,236908694650499072,653.97,
342,236925269944324096,653.91,
1555,236415250526121984,653.89,
21,236457782681288704,653.86,
530,236520291815657472,653.76,
1346,236848385655050240,653.65,
525,236916312920055808,653.56,
233,236414810057089024,653.42,
896,236841654216581120,653.42,
650,236528328471220224,653.35,
784,236510109672947712,653.31,
1703,236928569380966400,653.3,
270,236553652688924672,653.28,
1701,236733508538081280,653.23,
1035,236763094298660864,653.15,
194,236884431168094208,653.13,
949,236881852702924800,653.09,
15,236488620567441408,653.06,
1628,236823937686179840,653.06,
1515,236456701171621888,652.94,
1191,236440127807176704,652.88,
979,236773454300848128,652.82,
832,236514013932429312,652.79,
77,236422389307035648,652.53,
1535,236888059790516224,652.44,
364,236836030967726080,652.32,
198,236788306054500352,652.31,
1602,236877349010300928,652.29,
5,236770280525541376,652.26,
568,236521678528077824,652.23,
540,236529963062796288,652.16,
1492,236821608824053760,652.11,
459,236535368862154752,652.11,
497,236568826900656128,652.09,
1050,236506962581807104,652.06,
307,236864575714631680,652.06,
1575,236514022119710720,652.05,
601,236967208207007744,652.0,
435,236523063478865920,651.93,
768,236843965416488960,651.86,
835,236818942463053824,651.8,
202,236874197569654784,651.77,
163,236778119226728448,651.62,
290,236527032997535744,651.61,
1028,236430944772829184,651.58,
1264,236451887272443904,651.57,
614,236811474714497024,651.54,
429,236794869230088192,651.51,
943,236559537783988224,651.46,
451,236770928851705856,651.43,
1396,236488181339938816,651.43,
1415,236462409359298560,651.35,
1738,236892230015008768,651.31,
504,236413363076739072,651.24,
1275,236527945543856128,651.18,
376,236899684257902592,651.17,
1645,236489824991207424,651.17,
1253,236512266904150016,651.03,
720,236986087381667840,651.0,
509,236529980662112256,650.93,
470,236440017211772928,650.84,
1631,236800046620237824,650.77,
390,236506702421696512,650.72,
970,236505593846181888,650.68,
984,236813515818012672,650.67,
737,236870087378231296,650.61,
149,236518885708808192,650.6,
394,236949314844766208,650.58,
1234,236955283364528128,650.57,
1658,236510728836108288,650.53,
905,236884320203575296,650.47,
1584,236451157933314048,650.46,
1471,236568264121536512,650.44,
1607,236579925045821440,650.43,
1,236671016625520640,650.42,
1329,236856496579174400,650.35,
1499,236472468692803584,650.31,
651,236451580408770560,650.29,
302,236447461220573184,650.29,
78,236453363935875072,650.26,
541,236864867776606208,650.2,
277,236422236982501376,650.17,
599,236422676956594176,650.16,
1641,236894266257321984,650.12,
1654,236668562466947072,650.06,
115,236547924116910080,650.03,
761,236513603507204096,649.99,
1451,236537621304053760,649.9,
1550,236803377640001536,649.86,
996,236936035078512640,649.85,
3,236561792625029120,649.84,
1336,236847154488426496,649.81,
1205,236839147335602176,649.78,
580,236548152823930880,649.75,
348,236880465101344768,649.73,
1443,236417359329898496,649.68,
1387,236408655809372160,649.68,
1399,236949660455407616,649.66,
43,236439251482849280,649.52,
384,236443920431079424,649.48,
369,236512530381946880,649.46,
1464,236940790840434688,649.44,
718,236526000154353664,649.38,
479,236537904297947136,649.35,
1210,236510721533808640,649.33,
963,236404764493488128,649.33,
1178,236424255268999168,649.25,
1069,236511720570888192,649.22,
888,236403329756307456,649.12,
1585,236524564490240000,649.11,
878,236505641879363584,649.09,
1008,236376081028370432,649.07,
38,236522468168704000,649.04,
372,236542845984976896,648.89,
1188,236857573538009088,648.86,
505,236791067177402368,648.85,
951,236879131950194688,648.82,
1736,236939214985904128,648.8,
1170,236582445054955520,648.79,
357,236764390959366144,648.7,
1132,236884055542996992,648.7,
1189,236445886288773120,648.65,
407,236436215805005824,648.56,
1071,236369944182792192,648.54,
1215,236423401187074048,648.43,
485,236786780946845696,648.41,
667,236824576789061632,648.39,
247,236433012543741952,648.39,
86,236436493191102464,648.38,
240,236427373788536832,648.36,
1319,236487288632655872,648.33,
437,236783097928486912,648.28,
415,236786663049154560,648.2,
255,236423148824178688,648.13,
1108,236445545086332928,648.1,
1667,236923999766462464,647.97,
1037,236808197042081792,647.92,
1412,236857340389236736,647.87,
893,236533515403415552,647.82,
140,236784236476502016,647.73,
42,236810022742933504,647.69,
1438,236523414424674304,647.66,
434,236415344168153088,647.61,
1104,236818320892375040,647.37,
1243,236834110496579584,647.21,
1163,236823032593133568,647.09,
1324,236867489971593216,647.05,
791,236916918774681600,646.97,
313,236735871478935552,646.96,
766,236511150057463808,646.92,
441,236794233029668864,646.89,
1167,236785609809084416,646.76,
31,236430472531951616,646.72,
564,236539713724891136,646.66,
1405,236433721066532864,646.63,
1201,236648327072460800,646.62,
1687,236403531321970688,646.57,
583,236834040963420160,646.43,
1434,236519005196148736,646.42,
1551,236411499358728192,646.4,
1145,236474661139406848,646.36,
1155,236483062128975872,646.31,
658,236916132703383552,646.23,
1179,236419670580137984,646.22,
1015,236545584513179648,646.22,
1344,236918661780606976,646.2,
556,236434457234006016,646.18,
939,236556766095618048,646.18,
355,236440893343141888,646.16,
1111,236418916121321472,646.14,
1669,236919614923624448,646.08,
381,236700742803005440,645.93,
1153,236823322755084288,645.85,
1087,236531087660572672,645.8,
554,236863653747892224,645.7,
1612,236835022585733120,645.64,
909,236790811706544128,645.64,
1034,236868197479370752,645.63,
1708,236870088389046272,645.62,
16,236794007053156352,645.62,
1159,236418042124832768,645.61,
168,236848286656901120,645.5,
730,236864147081940992,645.47,
480,236839885759586304,645.44,
1436,236875499087347712,645.31,
582,236426125307813888,645.27,
1407,236896370178924544,645.25,
187,236452764964098048,645.25,
987,236443619309408256,645.19,
1416,236544186723606528,645.15,
684,236467686771007488,645.13,
1056,236875736027770880,645.12,
859,236480355880161280,645.04,
804,236506374632660992,645.03,
1364,236787541286076416,644.83,
608,236853918550204416,644.82,
875,236528094148046848,644.8,
1196,236581488309067776,644.74,
1731,236437981565034496,644.73,
756,236907714777190400,644.54,
860,236794848896098304,644.52,
1085,236846331477897216,644.41,
458,236453065427279872,644.35,
1570,236430612936286208,644.35,
1426,236519275087007744,644.32,
108,236439211079114752,644.28,
731,236847762599583744,644.22,
666,236420611349958656,644.17,
260,236516125248593920,644.14,
733,236591810977746944,644.13,
1377,236411319687340032,644.1,
670,236830661864345600,644.05,
1437,236419174712745984,644.03,
1454,236898141248962560,644.03,
1238,236652918358937600,643.99,
500,236555901725057024,643.95,
169,236552034157334528,643.94,
195,236337404352929792,643.94,
1649,236429317751975936,643.84,
161,236505474224627712,643.82,
1615,236784122928304128,643.77,
598,236463655877107712,643.73,
1598,236538635767783424,643.65,
854,236571638074200064,643.62,
489,236554847054749696,643.59,
309,236508485235785728,643.51,
889,236840898595917824,643.49,
1620,236467684925517824,643.38,
1236,236488239359737856,643.34,
1096,236480463476633600,643.21,
406,236851328294866944,643.12,
1504,236873778109898752,643.09,
257,236871839406100480,642.96,
382,236469392477020160,642.86,
1005,236800875846701056,642.85,
1239,236960360028459008,642.84,
1229,236417761794347008,642.77,
1081,236460162118332416,642.71,
386,236902587865513984,642.68,
51,236750605188091904,642.58,
1586,236845176655982592,642.57,
1114,236551055458459648,642.5,
606,236536517820428288,642.45,
145,236544725410648064,642.43,
1562,236436316917075968,642.39,
1517,236496626696851456,642.31,
595,236467690466189312,642.26,
1467,236503103645962240,642.11,
805,236889144827580416,642.03,
205,236417445048897536,642.02,
950,236463411797954560,642.0,
469,236789714992517120,641.93,
1398,236652331873615872,641.9,
380,236868784967139328,641.84,
39,236899124024713216,641.71,
1501,236450067389108224,641.66,
1073,236907476389744640,641.64,
897,236588018924265472,641.62,
711,236560610171052032,641.6,
633,236821023232122880,641.49,
1267,236478235852410880,641.47,
753,236912644938280960,641.47,
1668,236463013250998272,641.46,
422,236802555510263808,641.45,
56,236525205296013312,641.32,
214,236453596275167232,641.23,
1053,236415051204419584,641.13,
1565,236298311858413568,641.08,
379,236787945960914944,641.03,
561,236483799043026944,641.03,
1549,236822272379719680,641.02,
1521,236783918548262912,640.99,
929,236764539005706240,640.95,
1702,236857362434506752,640.92,
871,236428584767995904,640.74,
1700,236785914990825472,640.73,
852,236790311279935488,640.71,
1470,236924461324447744,640.69,
520,236905518660587520,640.63,
1032,236557249937948672,640.59,
802,236892999514611712,640.58,
1486,236883503958482944,640.53,
461,236626018471264256,640.52,
1054,236499696684130304,640.43,
156,236876890803560448,640.39,
196,236915659250356224,640.38,
825,236900223469232128,640.19,
490,236601538860568576,640.17,
1294,236427852291510272,640.14,
1583,236417041535868928,640.1,
1572,236937624379990016,640.0,
296,236780828680015872,639.98,
632,236824637535166464,639.93,
1481,236430225218998272,639.89,
1012,236800746070740992,639.86,
484,236846330756489216,639.84,
1207,236720210568548352,639.79,
873,236859563571691520,639.77,
1176,236530883662192640,639.69,
190,236780512299470848,639.69,
1495,236455086398124032,639.56,
80,236472870100275200,639.54,
1673,236948633475883008,639.52,
315,236833941424193536,639.51,
251,236786218113196032,639.48,
738,236461968391155712,639.48,
858,236520115214508032,639.48,
1496,236847022623707136,639.45,
713,236418657542479872,639.31,
531,236631382965108736,639.23,
206,236623487703732224,639.22,
385,236489097237516288,639.18,
1341,236425269221007360,639.16,
46,236812464767381504,639.14,
710,236445299434344448,639.13,
85,236757093621190656,639.13,
707,236422910474477568,639.03,
1117,236577023216590848,639.0,
736,236494295586586624,638.97,
1097,236485249529815040,638.88,
1260,236536651736178688,638.87,
853,236453222667526144,638.82,
1696,236417539118739456,638.8,
234,236583789283258368,638.77,
1692,236837626900398080,638.66,
439,236776844628074496,638.52,
269,236415623500419072,638.49,
1494,236553934885896192,638.48,
1318,236837190692769792,638.35,
160,236416269259640832,638.3,
1064,236956641710837760,638.25,
1493,236508492085084160,638.2,
780,236669766831984640,638.09,
656,236551002215944192,637.99,
1442,236482443297169408,637.98,
772,236885699303313408,637.95,
964,236885645737869312,637.91,
687,236893696960241664,637.86,
180,236457374927835136,637.81,
166,236855228037083136,637.73,
1507,236440508675145728,637.63,
347,236807649953845248,637.63,
1395,236900787439554560,637.57,
1491,236870810748862464,637.55,
331,236874328809431040,637.54,
144,236428839513239552,637.52,
665,236429476527366144,637.48,
254,236484804698722304,637.41,
1591,236530514806714368,637.36,
336,236449951731159040,637.34,
1268,236502264265068544,637.33,
1233,236531851221028864,637.31,
1502,236710531964612608,637.3,
413,236875879053549568,637.29,
1123,236517770174926848,637.29,
693,236609526274998272,637.27,
1381,236534861519130624,637.12,
922,236535884606361600,637.1,
400,236779412062216192,637.07,
944,236942660564692992,637.05,
1198,236862811644891136,636.97,
431,236549256575995904,636.93,
817,236873280388603904,636.88,
826,236484528587685888,636.87,
1512,236830146589908992,636.8,
370,236868324088627200,636.75,
378,236405784321732608,636.54,
902,236795131109847040,636.49,
511,236406681168785408,636.43,
1226,236437737276203008,636.43,
82,236517522429992960,636.37,
1266,236491276929216512,636.26,
1231,236517942393065472,636.17,
366,236481884586512384,636.09,
96,236383562148368384,635.99,
1337,236507483917012992,635.89,
1247,236506759048990720,635.78,
219,236824992348131328,635.77,
421,236419141393207296,635.75,
549,236486815938797568,635.73,
518,236876040643289088,635.64,
641,236944797508050944,635.55,
1653,236780987598004224,635.52,
276,236509952889856000,635.46,
1579,236891232815034368,635.45,
798,236845829360992256,635.32,
175,236441848981762048,635.25,
1027,236438476094464000,635.09,
862,236482804523216896,635.08,
1460,236912107341758464,635.04,
928,236533625919119360,635.02,
960,236857760977281024,634.94,
1130,236419887576666112,634.87,
1135,236980515898929152,634.86,
542,236285236061151232,634.8,
722,236820503092277248,634.64,
1371,236481866035109888,634.6,
678,236410472710541312,634.4,
993,236539669055553536,634.23,
10,236944941792120832,634.22,
363,236897013836816384,634.15,
1698,236821893957042176,634.08,
765,236847562132836352,633.69,
1730,236529509960540160,633.51,
456,236901242819330048,633.46,
1587,236747107859980288,633.42,
1077,236475951668027392,633.41,
343,236512959996104704,633.4,
930,236460841511694336,633.4,
49,236598775724384256,633.31,
275,236800122524549120,633.3,
689,236515498456006656,633.22,
1593,236432581335724032,633.1,
375,236524216962797568,633.09,
604,236863678213283840,633.01,
1252,236444324065710080,633.01,
974,236517490611994624,632.99,
524,236416975257481216,632.95,
940,236873161417183232,632.93,
528,236503428415102976,632.93,
510,236924102887616512,632.86,
1271,236785544256299008,632.82,
1203,236513198542970880,632.82,
226,236814544827584512,632.68,
193,236878653292040192,632.63,
1084,236454848954376192,632.6,
1013,236528150674690048,632.59,
44,236506445495422976,632.58,
1532,236478235525275648,632.54,
841,236835609465348096,632.46,
1281,236463930604003328,632.42,
771,236420571097214976,632.41,
654,236918591555391488,632.41,
411,236876581511389184,632.31,
1090,236476005854228480,632.3,
1676,236475224811917312,632.29,
9,236553633030221824,632.2,
770,236466537594630144,632.2,
1553,236617940904448000,632.18,
550,236426114973057024,632.15,
371,236412491080945664,632.12,
985,236481090931937280,632.09,
1455,236492479947882496,632.09,
88,236476233583972352,632.08,
959,236827660529446912,632.06,
920,236901681870680064,632.0,
1441,236527826203336704,631.98,
777,236965653894414336,631.97,
663,236473207565602816,631.95,
757,236867295607533568,631.92,
1523,236424462178201600,631.91,
538,236508883828879360,631.89,
483,236544596930736128,631.87,
560,236477404268740608,631.84,
32,236923983446429696,631.8,
286,236792337179107328,631.76,
1047,236581192174428160,631.67,
351,236830873177579520,631.67,
1332,236369470968840192,631.66,
338,236779695932727296,631.6,
883,236900045915963392,631.58,
1116,236806216764375040,631.56,
1735,236429757898035200,631.56,
933,236788547373780992,631.52,
1678,236578705266720768,631.48,
575,236601269582061568,631.41,
99,236433303750066176,631.39,
814,236837009729540096,631.39,
794,236439008838160384,631.34,
1308,236495375888289792,631.19,
1603,236444412116742144,631.16,
1031,236797150432346112,631.16,
213,236874603792191488,631.02,
228,236470742736719872,631.01,
23,236413813498863616,630.97,
1059,236860970223816704,630.9,
1175,236626825618923520,630.81,
1359,236502328194633728,630.76,
754,236627490927828992,630.71,
1596,236482282357534720,630.63,
1704,236490852776030208,630.6,
1421,236885642709573632,630.59,
79,236509391859765248,630.45,
59,236549858928373760,630.4,
1498,236454936158146560,630.37,
1258,236817227152105472,630.29,
977,236936559584616448,630.25,
217,236440781724323840,630.2,
607,236480635359211520,630.2,
925,236432967681449984,630.11,
1717,236891737293328384,630.06,
443,236933057563086848,630.02,
